,tweet
261, 선생님 올만입니당당별이루없지라..??~~!!!!건강유념열~공즐거운 하루 보내시길..!! 
262,이제 긴팔 트레이닝 복은 넘 덥네영!! 핡  다이어트
263, 소리야~~어디가 아픈거닝??
264,    나도그생각햇어
265,오늘은 좀 움직였더니 맘이 쪼금 나아진듯하다 ..... 내가 너무 겨울 동안 애들 밥챙겨주랴 간식 챙겨주랴 정신 없었던것같다... 아우 애들 겨울 봄 방학 너무 길다이제 일주일뒤면 자유다.    휴~
266,갈매기.. 아예쁘다정말! 나는 오묘한 색조화가 매력적인 작품들이 너무 좋아
267," 어제오늘은 남친행사 챙기느라 바빠서 못갓네,미안하구나 경아야 어서 나으라구 응원하구있어"
268, 어머 ): 
269,하고싶은 것이 많이 있으므로 결국 아무것도 할수없는..ㅜㅜ난 진짜 바보야..( ॉ ۀ ॉ )아..빨리자야지..
270,기분이 멜랑꼴리해 
271,푸른밤 작가님들은 태우를 초대해주시오!! 내 이리 간청하고 있지 않소?? 태우 일일 디제이...어떻소?? 울 엽오빠 바쁠때 좀 생각해봐주시오!
272, 역시 훤님이 나오셔야~~ ㅜㅜ 오늘 눈이 탱탱 부었어라.. 전하가 책임지시어라....
273, 내가 시간 날때 연락하라했잖아!!왜 한번도 연락안했어~~!!딴애들은 잘만나구 다니더만...!!
274, G.M  the girl who labors under the final exam. You must know im in NY....~~~~”아뇨 난안물아... 진짜? 도안해
275,부산에 갈거나? 안 갈거나?
276, 우우우우대만 
277, 언니 걍 다 때려치우고 결혼해서 아기나 키울까봐요
278, 너무사랑해. Im ur biggest fan hope you will reply to this 
279, 태우씨~~별일 없죠?? 아픈데는 없는지...밥은 잘 챙겨 먹는지...잠은 잘 자는지...이런 말하니까 제가 꼭 엄마가 된 기분이네요^^ 보고싶어요
280, 그런 귀한 방송을 놓치다니... 
281,  두분은 항상 보고싶죠~ 세부랑 캐나다는....솔직히 넘 멀다... 날잡고 한번씩 들릴께~나 뱅기값벌때까지만 기둘려주라~
282,꼭 이 시간 무렵 노래 연습을 하시는 이웃이 있다. 가수가 꿈이라고 하기엔 노래 실력이 많이 부족하신 듯. 그래서인지 노래 연습은 끝날 줄을 모르고 
283,해품달 오늘 대박~~~훤의 폭풍눈물에 나도....ㅠㅠ
284,해품달 .... 
285,  초ㅑ... 해품달도 개같아.....
286, 올리시는 이런--; 사진들 땜에 아우 미치겠어요.... 먹구싶다
287, 씹은거아냐
288, 엉어엉
289,얼굴이 따꼼따꼼 ~~~ 히히 오늘 레이저는 강으로 쐈나베~~~ 
290, 개코보고 멘붕 
291,"봄이 오고있어서 그런건지 뭔지 모르겠는데, 집중이 여간 안되네. 하루 종일 컴퓨터랑 씨름했는데 머리만 아프고.. "
292, 흐잉 그런거야? 슬프게
293, ㅠㅠ 완전 가고싶은딩 ㅋㅋ 귀차니즘  으아앙앙!! 맛있게 먹어! 낼 8시출근이여 ㅠ
294, 헤헤헤처절한 경험에서 한말씀 끄적였네요...짐은 백수인 신세라 저도 생각중이에요~내가 멀 잘했었더라
295, 감기 걸렸다ㅠㅠ기침을 너무 해서 뼈를 다쳤을지도 모릅니다ㅠㅠ준영을 만날 수 없고 누나 괴롭습니다ㅠㅠㅠㅠㅠhelp me........
296, ...아프셨겠당 왜 아푸고 그래용...!! 입원하신거예요?아푸지말구 빨리 나으세요~~~
297, 아 눙무리
298,오늘은 듀개 뽀너쓰~으 엄마보규싶당 얼마전까지는몰랐는데 정말 집을 떠나봐야 엄마아빠의 소즁함을 깨닫는겨! 1년 넘게 떨어져 있는 애들은 집밥 그리워 어떻게있댜~? 대단혀어~ 일요일날 달려갈께용잉! 싸랑햐엄마아빠
299, 언니 수술하셨어요??다리?? 왜요??왜??
300,"노래나 한곡할까? 용필이형님껄로.  돌아와요 부!산!항!에! 꽃피이~는(짜잔짠짠짜), 동백섬에 ~보옴이 왔꺼언만형제떠난. 부산항엔 갈매기만 슬피우네~~~오륙도 돌아가는 연락선아이! 올만에하니 힘드네"
301, 쿨한당 유지으니 녹이기
302, 눈물이 글썽글썽 
303,"휘센,횡성,휘순...다 휘성으로 보여. 미쳐간다..ㅠ조교님 화이팅."
304,오랜만이에요 여러분. 아이폰이 생겼어요. 엄마가 쓰던 것을 고쳐서 주셨어요. 헤헤헤.
305,나비라아아! 
306,  샘표 사랑하시믄서 ㅎ 전 투썸입니당^^ 저녁은 일단 생략하고 얼그레이라떼랑 케이크 한조각 시켰어용 ㅎ케이크가 먹고 시퍼서 저녁을 포기한 여자OTL
307, 마키는 쭉 쭉 응원하고 있습니다^^쭉 쭉 ... 역시 정수를 보면 눈물이 나오는 정도에 좋아할 것 같습니다. 마키는 바보스럽다
308, 그러게 아직 겨울이여 
309,러시앤캐시 전화번호가......
310,몽쉘 매일 하나씩 먹으니 소화가 너무 안된다. 
311," 은영님께서도~~맛저..즐저하세욥바쁘지만, 잠깐의 여유로움을~~ "
312, ㅋㅋ응 그치만 나도 페북ㅇㅡㄹ안하므로 ......ㅋㅋㅋ트윗하는 사람을 더어더더더더 찾자 ㅋㅋㅋㅋ히히 나는 기차안이당
313,아니 아직도 사무실흡연하는곳이 있을까요?  희귀하게 제가 있는곳이에요..... 금연건물임에도 딱 우리층만 무법지대;  윗분들이 줄창 흡연합니다... 머리아프고 옷은 담배냄새 쩔어요... 그나마 이곳에서 임금님귀는 당나귀귀... 
314, 샤량하는 목샤님 저의 소망과 꿈을 늘 일깨워 주셔서 감사합니다~늘 하고 싶은걸 못하고 딴짓하는 저를 저보다 더 저처럼 아껴 주셔서 감사해요 어제 말씀에 큰 도전이 또 위로가 됐습니다.. 웃다 거의 실신 할뻔 ㅋㅋ했어용ㅎ
315, 강씨가 다그러진않아요.대표로 사과드립니다(왠지 그래야 할것같은 마음입니다. ) 관심이 그리운 불쌍한 강씨입죠.저처럼(전혀 관심의 구걸이 다른의도로)
316, 우아~~~!!!! 완전 맛있겠어요사람은 역시 맛있는 걸 먹고 살아야해요 
317,바보바보바보!!!! 
318, 오호~ 레알!??????????? 쪽쪽쪽
319,배고파...! 혼자 먹어 싫어!  난 오늘 왜 나았어요?! 아~~~! 엠!카 보고싶어요!
320,엘리자벳 두번이나 날라갔다잉. 나도 보고싶어잉. 
321, 도라에몽짱  우리 도라에몽 사랑해주세요..
322,"거의 모든 대화를 알티로 하시는 트친 한 분, 정말 많이 고민하게 만드십니다..."
323, 그러게요. 어젯밤 후두둑 봄비가 오더랬는데(창문 바로 앞에 간판이 있어서 비가 오면 빗소리가 적나라하게 들린다는). 오늘 그릇 첫 개시! 
324, 몸이 안 좋으셨다고 하던데 ㅠㅠ 지금은 괜찮으신지...저도 어제오늘 몸이 정상 컨디션이 아니네요 ㅠㅠ 우리 서로 기운 내 보아요^^
325,나도졸업 ㅠㅠ...할수잇겟쬬????? 
326, 케이블에서 2007년에 했던 일본특집 봤어요. 그러다 문득 이제 무도분들도 나이가 먹었구나 하는 생각이 유반장님에 Go! Go!Go! Move! Move! Move! 가 요즘은 듣기 힘들다는 생각이. 그래도 무도 화팅! 포에버!
327, 아......  영어...      
328,밥을 해결해야겠다. 밥을 먹으라구? 나 설렁탕 먹고싶어.  니시아라이 도착함 한국식당 먼저 찾을꼬얌.
329, 나는야 소심한 질투쟁이 소인배 
330,와!!!!!!이렇게 많은 분들이 저의 생일 축하를...감사 합니다..감사합니다..일일이 한분 한분께 인사 못 드리지만 정말 폭풍 감동 입니다~~여러분 덕에 최고로 따듯한 하루가 되겠어요~~감사합니다~~~
331, 찾기  
332, 별군SC의 때의 리허설 영상입니다. C2K의 일본의 스탭님이 UP 해 주었습니다. 고마운 것입니다리허설이라도 타협하지 않고 열심히 하는 당신들은 매우 
333, 봉준SC의 때의 리허설 영상입니다. C2K의 일본의 스탭님이 UP 해 주었습니다. 고마운 것입니다리허설이라도 타협하지 않고 열심히 하는 당신들은 매우 
334, 은호감SC의 때의 리허설 영상입니다. C2K의 일본의 스탭님이 UP 해 주었습니다. 고마운 것입니다리허설이라도 타협하지 않고 열심히 하는 당신들은 매우 
335, 재환오빠SC의 때의 리허설 영상입니다. C2K의 일본의 스탭님이 UP 해 주었습니다. 고마운 것입니다리허설이라도 타협하지 않고 열심히 하는 당신들은 매우 
336,싸게싸게 전 샤대입구랑 연애중임을 알려드립ㄴ... 
337, 으아아~앙!!  
338,단어외울게 너무많다
339,배불리 먹은 한지음은 두눈 똥그랗게 뜨고 옆에서 낑낑거리는데 배불리 먹인 나는 졸립기만 하구나. 역시 아가엄마시간은 내것만이 아니야. 늦게 자지 말이야지
340, 집도 애매했어. 완전 다 떨어졌걸랑. 
341,학교 다니는 것도 나머지20일도 없다 .뭔가 ..... 외롭다 ..... 
342,비도 오고. 적당한 습기에 레슨다니기좋은 날씨 +_+! 하지만 여행가기 전에 많은 친구들을 보충해주지 못해서 마음이 안좋다. 으잉 
343, ㅋㅋㅋ미안 오빤 고3이니까.. 힘들겠다  헝헝
344, 어이쿠.과찬이시구요어느 순간 잊혀질 있습니다~!!귀찮지는 않으셨는지...!!송구스러울 따름입니다~!! 미안합니다고맙습니다늘 행복지으세요세잎은 행복이라네요 
345, 이번에 올라온 페이스북사진만큼만 신경안써줘도 저는 이를 악물고 참을수 있을것같아요. 막 머리 꼬슬리고 아이라인그리고 막 그러면... 생각만해도 끔찍하네요. 
346,자꾸 웃다웃다 하면 음... 이러다 죽어   눙물나게 고맙 수지나 언니두 이러다 죽ㅇ;;; 막이래 엉엉”
347,이번 시즌도 riding 별로 못했는데 비가 봄을 재촉하는구나. 
348,아직 목요일밖에 안되었는데 난 왜이리 피곤한거지..ㅠㅠ 정말 나이 먹어 그런걸까나...
349, 성근씨도? 이게 좋은건지 아닌건지는 모르겠지만 본인이 즐거우면 된거겠죠? 
350,딱 일주일만 다 버리고 조용한 곳으로 여행하고 싶다.... 
351,정말 피곤해... 아이고...
352,나빼구다들자나봐. 난잠안오는데
353, 난세시출근이라괜찮아;) 오늘푹못자서어켕ㅠㅠ 피곤하겠다
354,새벽마다 어중간하게 한번씩 꼭 깨는요즘 
355,목이 왜 또 아파?!?!?! 
356,으악...!! 이 새벽에 스시가 먹고싶은건 뭐디....... 이러믄 안도ㅑ.....
357,배 고파요~~~
358, 안보이가니 슬프네
359,기분이나빠?미안*선물을싱가포에서줄게다!니 선물을 생각에 진짜 너무  어렵다!!!! 
360, 아 칵테일 사랑이 서영은 노래라니.. 세대차이인가 서영은은 뭐니뭐니해도 내안의그대!ㅋㅋㅋㅋ
361, 좋겠다-!!!  난 신청한 인천비행 하나도 안 나왔어.. 
362, 오호 좋은거 마시네요 소맥콜?!ㅋㅋㅋㅋ 난 칵테일은 거의 안먹어봐서 잘 모른다능
363,배틀하자는거야?엉?
364, 고생했어낼은 굴국밥 한사발?
365,  난 이번일요일 아니되오...범죄와의전쟁은 제발 같이 가쥬오....
366, 그러게요ㅜㅜ 분명 업뎃 전에는 됐었는데 엉엉 ㅜㅜ 지금은 일일이 들어가야 해서 귀찮귀찮하네요
367, 축구경기 이야기 말구욥 청기와집에..!!!!!
368,비지니스는 어려워
369,해품달 결말이 넘 궁금하다!! 이제 낼지나면 4화밖에 안남았는데
370, 저오늘 완전아파서 전화하는거 까먹음
371, 네 파이팅~>< go sleep lah!! Goodnight~!^^ <3 <3
372,새로 시도한 머리! 어떤가요?     
373,"  분 여전사 ㅋㅋ 근데 ""맨 에서 '당신'으로"" ㅜㅡㅜ 괜히 멀어지는 느낌이 든다는 ..!!!!"
374,I’m singing my blues파란 눈물에파란 슬픔에 길들여져I’m singing my blues뜬구름에 날려보낸 사랑 oh ohBIGBANGBLUE
375, 힝... 
376, ㅠㅠㅠㅠㅠㅠㅠ 
377, 유감! 
378,오늘도 예고 안해주다니...쳇!!
379,떡볶이가 먹고싶다... 
380, 전 오늘 첨 보아야하는디...무슨 내용인지...당췌
381, 권 그아찌도 재철 아찌과입니다
382,분당의 소고기체인점.  화끈한 육회른 굿인데. 막판 갈비탕 주면 굿.    med
383, 분통터집니닭운동으로 스트레스 잘 풀었어요      항복한 저녁시간을전 곧 집도착
384,"   아 안녕하세요? 옥펑도 몰랐던, 아이러브뷰민라도 놓친, 잊혀진 게스트! 점선 송승희에요..."
385,역시 첫날은 임시점검하다 시간 다 가는구나..
386, 야!아프지마!!!!! 
387,  난도! 이 언니 비록 돼지기름먹으면 그담날 ... 좋아해. ㅋㅋ
388," ㅎㅎ 맞아요!!!  정말 먹고프면, 드시고 소화시키고 자요따뜻한 우유한잔...오이...당근을 드셔도 좋습니다즐 퇴근요!!전 10시쯤"
389, 몰랏어 이런거하는지ㅠㅠㅠ 어플은 이름이모야??어떻게 다시보지 ㅋㅋㅋㅋㅋㅋ미치것넼ㅋㅋㅋㅋㅋㅋ
390, ㅇㅇ 못해주겠어.. 미안해 
391," 날드님...?네이버 아사모에서 왔어요~3월 달력...홈,잠금 작업 계획(?)없으신지요??? 여기까지 와서 귀찮게떼씁니다...^^;"
392,"  봉주 6회 서두에 ""정봉주 전 의원 목소리를 들으니...눈물이 살며시 나옵니다 봉주 버스 동행 하신 분들 고맙습니다닭치고 석방하라정봉주”"
393,"봉주 6회 서두에 ""정봉주 전 의원 목소리를 들으니...눈물이 살며시 나옵니다 봉주 버스 동행 하신 분들 고맙습니다닭치고 석방하라정봉주"
394, 넴 아쉽지만... 건강조심하세요~
395, 그냥 생수를 사 드셔요~ 아까워요. 컵도 씻어야하고(직원 마인드 ㅋㅋ)
396,Sorry guys... For spamming your timeline.... I'm really sorry... :( 찌자미안해.... 
397,  언니 정말 귀엽다!!!  다음달에 홍콩으로 오죠? 아~~~~기쁘고 긴장해요  표를 구할 수 있냐없냐 ... 잘 모르겠어요 
398," 컥!!!드라마 안본지가 ㅠ 해품달 대왕세종 내용인줄만..??!!맞아요.??!! 퇴근하면,뉴스 봅니다 좋은 사극 감상하세욥"
399,사실 그런 식으로 말할 생각은 아니었다. 상대방이 감정적으로 나오니 나도 모르게 욱했다. 요즘 나를 다스리는 일이 너무 어렵다 
400, 진짜 날씨 캡....
401,좋은사람♬에 왜 심장이 철렁하니..
402, 오빠도 감기 조심하고（＞＜）
403,눈이 시려서 병원에 갔더니 검은눈동자 꺼풀이 벗겨졌다고 그랬다. 이유는....! 눈을 뜨고 자서ㅠ 잘때 테이프 붙이고 자래 나 눈뜨고 잔다고 놀리지 마염ㅠㅅㅠ
404,우울행~~~ 
405, ... 토닥토닥...
406,멀미...
407,  아...오빠 멋있당ㅠㅠㅠㅠㅠㅠ보고 싶잖아용넘 넘 보고 싶잖아요오오오오!!!!!나두 사진~~ㅋㅋ이건 슈~~아이스히힛인석마리나 
408,"집에가자마자  쉬어;;  아니, 청소하고 쉬어;;   아니 설거지까지 하고  쉬어야지.   으아아아악 "
409,어제 저녁도 굶고 오늘 점심 한끼..배.고.프.다.몸무게는 좀 줄었을려나.. 안 먹는 다요트는 ツライ.. 아참!! 언능 집에가서 해품달 봐야지~
410,아..낮에 밥먹고부터 핸드폰이 매너모드가아니였어....하지만 난 이사실을 방금 트윗을 새로고침하며 알았지... 근데 왜 눈에서 물이나오지......안구건조증인가 하하하..
411, 종욱큐피드 SC의 때의 리허설 영상입니다. C2K의 일본의 스탭님이 UP 해 주었습니다. 고마운 것입니다리허설이라도 타협하지 않고 열심히 하는 당신들은 매우 
412," ""어떻게 그 좋던 너를 모두 지울까 ..... 이다음 세상에 다시 태어난데도 그때 또 난 너와 사랑할거야 ~""  .... 생각날거야라는 다비치 노래를 들어본적이있나? 들어봐 느낌이 좀 슬프지만 가사가 너무 좋아 ㅠㅠ 우현아 ㅂㄱㅅㅇ! "
413, 갓난아기! 좋은 아빠가 되어 주십시오!…조금 쓸쓸하지만…
414,오늘 사랑하는 동기 '이동근 아나운서' 가 일본으로 떠났습니다ㅋ 올 시즌 프로야구 판에 재미가 하나 더해질거라 믿습니다^^ .. 나도 일본 
415,너무 피곦해
416,강용석 우리나라 정치사에 전무후무한 캐릭터일듯.. 대단하심ㅋ
417, 
418,내가 정말 실망해요.. 그 느낌이 정말 아프다. 내 심장이.. 아이구 나 어떻기지? 정말 뭐냐?!!!!  ㅠㅗㅠ
419, 바보가 몇 번 이나 내 마음을 깼다 모르겠지만 좋은 하루는 중요 하지 않습니다.
420, 가온 잘다녀와요 으으 나는 시험 3일전이라 차마 못감... 어쩔수없지 납득했었는데 급 슬퍼지는구먼? 집에서 응원할테니 상받아와요!! 히히 난 시험 잘끝내고 또 보러갈께 나도 응원해죠ㅋㅋ 빠샤!
421, 마음이 겨울이여 
422,나쁜 날씨
423, 나 검기있어요!! 
424, 안뒤~~ 
425, 아하하...(눈물 주르륵.)
426,목에 가래가 ... 목이 답답해서 죽겠네! 비염때문에 그런것인지 정말 숨도 잘쉴수가 없었어 
427,심지어 덥다.. 
428, 울지마여 사장님뭐 그게 별거라고...그깟 공놀이...
